"","B_mes","fec_ini_cdto","id_sucursal","B_adeudo","ventas_tot","no_clientes","adeudo_actual","pagos_tot","no_cdtos"
"4731",2020-06-15,2020-06-12,13,"Con adeudo",10141,2,4765.57,5505.84,6
"4732",2020-06-15,2020-06-12,13,"Sin adeudo",169554,25,0,186740.97,54
"4733",2020-06-15,2020-06-12,14,"Sin adeudo",71543,14,0,78999.35,39
"4734",2020-06-15,2020-06-12,15,"Con adeudo",2792,1,268.41,2580.33,1
"4735",2020-06-15,2020-06-12,15,"Sin adeudo",125392,21,0,136951.47,53
"4736",2020-06-15,2020-06-12,16,"Con adeudo",3622,1,1015.95,2613.13,3
"4737",2020-06-15,2020-06-12,16,"Sin adeudo",99467,19,0,109303.46,45
"4738",2020-06-15,2020-06-12,17,"Sin adeudo",131610,16,0,140155.99,47
"4739",2020-06-15,2020-06-13,1,"Con adeudo",11865,2,6063.31,6073.54,8
"4740",2020-06-15,2020-06-13,1,"Sin adeudo",138147,20,0,153752.31,54
"4741",2020-06-15,2020-06-13,2,"Con adeudo",11964,2,10132.47,1916.38,3
"4742",2020-06-15,2020-06-13,2,"Sin adeudo",97192,12,0,103543.66,28
"4743",2020-06-15,2020-06-13,3,"Sin adeudo",116169,18,0,127617.78,42
"4744",2020-06-15,2020-06-13,4,"Con adeudo",409,1,238.5,174,4
"4745",2020-06-15,2020-06-13,4,"Sin adeudo",80229,12,0,87218.3,32
"4746",2020-06-15,2020-06-13,5,"Con adeudo",7139,1,7035.89,106.66,1
"4747",2020-06-15,2020-06-13,5,"Sin adeudo",146109,22,0,162258.29,57
"4748",2020-06-15,2020-06-13,6,"Con adeudo",32072,4,18957.47,13818.54,14
"4749",2020-06-15,2020-06-13,6,"Sin adeudo",81197,14,0,86525.52,32
"4750",2020-06-15,2020-06-13,7,"Con adeudo",6803,3,1798.35,5289.25,4
"4751",2020-06-15,2020-06-13,7,"Sin adeudo",142887,22,0,154971.11,49
"4752",2020-06-15,2020-06-13,8,"Con adeudo",11966,1,803.9,11317.36,1
"4753",2020-06-15,2020-06-13,8,"Sin adeudo",160216,22,0,178042.92,47
"4754",2020-06-15,2020-06-13,9,"Sin adeudo",94553,14,0,103158.69,31
"4755",2020-06-15,2020-06-13,10,"Sin adeudo",162442,24,0,177914.96,63
"4756",2020-06-15,2020-06-13,11,"Con adeudo",10077,1,8158.74,1918.79,2
"4757",2020-06-15,2020-06-13,11,"Sin adeudo",98985,13,0,108927.94,30
"4758",2020-06-15,2020-06-13,12,"Sin adeudo",129890,22,0,143820.37,57
"4759",2020-06-15,2020-06-13,13,"Con adeudo",4739,1,4632.53,113.21,4
"4760",2020-06-15,2020-06-13,13,"Sin adeudo",38154,10,0,41351.29,26
"4761",2020-06-15,2020-06-13,14,"Sin adeudo",177320,23,0,194319.47,56
"4762",2020-06-15,2020-06-13,15,"Con adeudo",7610,1,2816.02,4912.72,1
"4763",2020-06-15,2020-06-13,15,"Sin adeudo",77099,16,0,82506.29,42
"4764",2020-06-15,2020-06-13,16,"Sin adeudo",149328,23,0,162208.85,56
"4765",2020-06-15,2020-06-13,17,"Con adeudo",3276,2,2648.14,650.01,6
"4766",2020-06-15,2020-06-13,17,"Sin adeudo",143520,20,0,158152.09,52
"4767",2020-06-15,2020-06-14,1,"Con adeudo",18536,2,4100.55,14730.96,3
"4768",2020-06-15,2020-06-14,1,"Sin adeudo",117941,17,0,127473.25,48
"4769",2020-06-15,2020-06-14,2,"Con adeudo",5826,1,4455.33,1443.67,1
"4770",2020-06-15,2020-06-14,2,"Sin adeudo",105739,19,0,117732.28,45
"4771",2020-06-15,2020-06-14,3,"Con adeudo",2644,1,2413.22,242.77,1
"4772",2020-06-15,2020-06-14,3,"Sin adeudo",125020,18,0,136221.97,46
"4773",2020-06-15,2020-06-14,4,"Sin adeudo",159524,25,0,170695.97,57
"4774",2020-06-15,2020-06-14,5,"Sin adeudo",60367,11,0,65125.68,24
"4775",2020-06-15,2020-06-14,6,"Sin adeudo",115831,16,0,126423.01,40
"4776",2020-06-15,2020-06-14,7,"Con adeudo",21035,3,13207.28,8314.62,10
"4777",2020-06-15,2020-06-14,7,"Sin adeudo",144579,24,0,155508.55,69
"4778",2020-06-15,2020-06-14,8,"Con adeudo",1828,1,678.81,1205.74,2
"4779",2020-06-15,2020-06-14,8,"Sin adeudo",149171,26,0,162644.49,75
"4780",2020-06-15,2020-06-14,9,"Con adeudo",2533,1,143.89,2551.4,3
"4781",2020-06-15,2020-06-14,9,"Sin adeudo",112520,16,0,122975.07,36
"4782",2020-06-15,2020-06-14,10,"Con adeudo",11738,1,2701.66,9464.25,1
"4783",2020-06-15,2020-06-14,10,"Sin adeudo",82417,12,0,91434.22,34
"4784",2020-06-15,2020-06-14,11,"Sin adeudo",122661,15,0,135075.57,43
"4785",2020-06-15,2020-06-14,12,"Sin adeudo",77594,15,0,87225.7,43
"4786",2020-06-15,2020-06-14,13,"Sin adeudo",168809,21,0,184364.5,49
"4787",2020-06-15,2020-06-14,14,"Sin adeudo",118890,18,0,130549.58,46
"4788",2020-06-15,2020-06-14,15,"Con adeudo",5824,1,599.61,5413.24,1
"4789",2020-06-15,2020-06-14,15,"Sin adeudo",134928,22,0,147596.63,56
"4790",2020-06-15,2020-06-14,16,"Con adeudo",4326,1,4156.61,178.15,2
"4791",2020-06-15,2020-06-14,16,"Sin adeudo",117137,20,0,128201.17,53
"4792",2020-06-15,2020-06-14,17,"Sin adeudo",67456,11,0,73374.67,31
"4793",2020-06-15,2020-06-15,1,"Con adeudo",13723,2,5306.05,8931.84,3
"4794",2020-06-15,2020-06-15,1,"Sin adeudo",170435,26,0,187095.47,67
"4795",2020-06-15,2020-06-15,2,"Sin adeudo",75592,15,0,83871.03,40
"4796",2020-06-15,2020-06-15,3,"Sin adeudo",95365,15,0,102952.68,37
"4797",2020-06-15,2020-06-15,4,"Con adeudo",595,1,143.82,462.38,2
"4798",2020-06-15,2020-06-15,4,"Sin adeudo",78251,14,0,85485.47,34
"4799",2020-06-15,2020-06-15,5,"Con adeudo",2680,1,830.57,1950.21,2
"4800",2020-06-15,2020-06-15,5,"Sin adeudo",154380,23,0,169312.13,58
"4801",2020-06-15,2020-06-15,6,"Con adeudo",14454,3,3340.93,11712.41,8
"4802",2020-06-15,2020-06-15,6,"Sin adeudo",139953,23,0,148809.34,51
"4803",2020-06-15,2020-06-15,7,"Con adeudo",6874,1,2720.63,4415.43,4
"4804",2020-06-15,2020-06-15,7,"Sin adeudo",119382,22,0,126859.75,51
"4805",2020-06-15,2020-06-15,8,"Con adeudo",10867,1,1086.5,9955.04,3
"4806",2020-06-15,2020-06-15,8,"Sin adeudo",87597,13,0,94350.08,32
"4807",2020-06-15,2020-06-15,9,"Con adeudo",8842,2,5349.05,3700.9,5
"4808",2020-06-15,2020-06-15,9,"Sin adeudo",120327,19,0,130413.72,53
"4809",2020-06-15,2020-06-15,10,"Sin adeudo",89193,14,0,97861.35,32
"4810",2020-06-15,2020-06-15,11,"Con adeudo",1530,1,827.21,746.85,2
"4811",2020-06-15,2020-06-15,11,"Sin adeudo",89890,14,0,98076.97,38
"4812",2020-06-15,2020-06-15,12,"Sin adeudo",123565,21,0,135221.63,58
"4813",2020-06-15,2020-06-15,13,"Con adeudo",15878,2,6079.77,10494.62,5
"4814",2020-06-15,2020-06-15,13,"Sin adeudo",189441,27,0,203680.71,71
"4815",2020-06-15,2020-06-15,14,"Con adeudo",10000,1,8882.97,1177.91,2
"4816",2020-06-15,2020-06-15,14,"Sin adeudo",133126,23,0,147044.17,50
"4817",2020-06-15,2020-06-15,15,"Con adeudo",21735,2,7487.22,14754.25,8
"4818",2020-06-15,2020-06-15,15,"Sin adeudo",124073,18,0,139128.12,50
"4819",2020-06-15,2020-06-15,16,"Con adeudo",2586,1,1118.32,1566.43,4
"4820",2020-06-15,2020-06-15,16,"Sin adeudo",111154,17,0,120418.17,48
"4821",2020-06-15,2020-06-15,17,"Con adeudo",14602,2,4164.24,11181.93,6
"4822",2020-06-15,2020-06-15,17,"Sin adeudo",136097,19,0,150076.42,48
"4823",2020-06-15,2020-06-16,1,"Con adeudo",4847,2,1863.9,3038.7,5
"4824",2020-06-15,2020-06-16,1,"Sin adeudo",99526,15,0,106074.1,39
"4825",2020-06-15,2020-06-16,2,"Sin adeudo",91767,14,0,100838.71,40
"4826",2020-06-15,2020-06-16,3,"Sin adeudo",83971,13,0,93690.42,30
"4827",2020-06-15,2020-06-16,4,"Sin adeudo",123784,21,0,131983.58,54
"4828",2020-06-15,2020-06-16,5,"Con adeudo",4020,1,2914.22,1122.07,3
"4829",2020-06-15,2020-06-16,5,"Sin adeudo",116253,18,0,124550.93,40
"4830",2020-06-15,2020-06-16,6,"Sin adeudo",132746,20,0,142084.28,47
"4831",2020-06-15,2020-06-16,7,"Sin adeudo",103383,16,0,112162.83,36
"4832",2020-06-15,2020-06-16,8,"Con adeudo",17844,3,6878.85,11393.34,5
"4833",2020-06-15,2020-06-16,8,"Sin adeudo",115231,17,0,125071.29,47
"4834",2020-06-15,2020-06-16,9,"Con adeudo",6155,1,2664.7,3711.48,1
"4835",2020-06-15,2020-06-16,9,"Sin adeudo",106106,16,0,115177.56,37
"4836",2020-06-15,2020-06-16,10,"Sin adeudo",158841,25,0,175865.13,58
"4837",2020-06-15,2020-06-16,11,"Sin adeudo",96975,16,0,108609.07,35
"4838",2020-06-15,2020-06-16,12,"Con adeudo",8474,1,3239.1,5387.68,3
"4839",2020-06-15,2020-06-16,12,"Sin adeudo",89023,16,0,96451.33,44
"4840",2020-06-15,2020-06-16,13,"Con adeudo",7115,3,4205.73,2999.33,8
"4841",2020-06-15,2020-06-16,13,"Sin adeudo",97693,14,0,107212.43,37
"4842",2020-06-15,2020-06-16,14,"Con adeudo",12140,1,11249.28,941.93,1
"4843",2020-06-15,2020-06-16,14,"Sin adeudo",157488,23,0,169822.3,54
"4844",2020-06-15,2020-06-16,15,"Sin adeudo",63560,14,0,68209.29,30
"4845",2020-06-15,2020-06-16,16,"Sin adeudo",214426,32,0,234981.8,77
"4846",2020-06-15,2020-06-16,17,"Con adeudo",7958,1,1607.27,6587.99,2
"4847",2020-06-15,2020-06-16,17,"Sin adeudo",98430,15,0,107906.15,45
"4848",2020-06-15,2020-06-17,1,"Con adeudo",12365,1,8837.79,3775.58,2
"4849",2020-06-15,2020-06-17,1,"Sin adeudo",116041,15,0,127340.81,30
"4850",2020-06-15,2020-06-17,2,"Sin adeudo",149479,25,0,163173.86,53
"4851",2020-06-15,2020-06-17,3,"Sin adeudo",102827,16,0,110945.84,39
"4852",2020-06-15,2020-06-17,4,"Con adeudo",3494,2,862.34,2702.09,7
"4853",2020-06-15,2020-06-17,4,"Sin adeudo",86760,15,0,94121.9,42
"4854",2020-06-15,2020-06-17,5,"Sin adeudo",132590,24,0,144379.7,53
"4855",2020-06-15,2020-06-17,6,"Sin adeudo",153304,25,0,165430.97,67
"4856",2020-06-15,2020-06-17,7,"Sin adeudo",126268,26,0,138475.42,65
"4857",2020-06-15,2020-06-17,8,"Sin adeudo",105966,16,0,114508.85,39
"4858",2020-06-15,2020-06-17,9,"Con adeudo",2956,1,315.36,2702.09,1
"4859",2020-06-15,2020-06-17,9,"Sin adeudo",126408,19,0,138140.74,47
"4860",2020-06-15,2020-06-17,10,"Con adeudo",12454,2,3261.26,9461.4,8
"4861",2020-06-15,2020-06-17,10,"Sin adeudo",139926,23,0,154078.66,58
"4862",2020-06-15,2020-06-17,11,"Con adeudo",16124,2,3573.48,13108.6,3
"4863",2020-06-15,2020-06-17,11,"Sin adeudo",150828,23,0,168011.25,52
"4864",2020-06-15,2020-06-17,12,"Sin adeudo",116083,21,0,125299.04,58
"4865",2020-06-15,2020-06-17,13,"Con adeudo",896,1,501.4,401.89,3
"4866",2020-06-15,2020-06-17,13,"Sin adeudo",128322,22,0,139705.17,51
"4867",2020-06-15,2020-06-17,14,"Con adeudo",15224,2,8550.77,7027.87,5
"4868",2020-06-15,2020-06-17,14,"Sin adeudo",126714,19,0,136509.34,43
"4869",2020-06-15,2020-06-17,15,"Sin adeudo",118917,20,0,131056.65,45
"4870",2020-06-15,2020-06-17,16,"Con adeudo",10570,2,7760.73,2923.98,7
"4871",2020-06-15,2020-06-17,16,"Sin adeudo",80499,13,0,87224.85,30
"4872",2020-06-15,2020-06-17,17,"Con adeudo",10731,1,7635.01,3325.96,4
"4873",2020-06-15,2020-06-17,17,"Sin adeudo",127229,23,0,138655.09,49
"4874",2020-06-15,2020-06-18,1,"Con adeudo",9105,1,7429.73,1784.89,2
"4875",2020-06-15,2020-06-18,1,"Sin adeudo",92262,17,0,99318.12,43
"4876",2020-06-15,2020-06-18,2,"Con adeudo",9701,1,3237.11,6536.37,4
"4877",2020-06-15,2020-06-18,2,"Sin adeudo",109061,21,0,119133.14,46
"4878",2020-06-15,2020-06-18,3,"Con adeudo",12675,2,10181.61,2523.67,7
"4879",2020-06-15,2020-06-18,3,"Sin adeudo",119989,20,0,130581.52,45
"4880",2020-06-15,2020-06-18,4,"Con adeudo",2634,1,491.05,2198.35,3
"4881",2020-06-15,2020-06-18,4,"Sin adeudo",132490,20,0,148729.53,48
"4882",2020-06-15,2020-06-18,5,"Con adeudo",11850,1,9053.56,2955.55,1
"4883",2020-06-15,2020-06-18,5,"Sin adeudo",120494,16,0,128846.85,37
"4884",2020-06-15,2020-06-18,6,"Sin adeudo",100843,17,0,109812.71,34
"4885",2020-06-15,2020-06-18,7,"Con adeudo",1438,1,1287.4,160.78,1
"4886",2020-06-15,2020-06-18,7,"Sin adeudo",65466,10,0,71936.98,24
"4887",2020-06-15,2020-06-18,8,"Sin adeudo",137510,22,0,149216.32,51
"4888",2020-06-15,2020-06-18,9,"Con adeudo",5293,2,1587.73,3906.48,8
"4889",2020-06-15,2020-06-18,9,"Sin adeudo",121776,24,0,135288.43,58
"4890",2020-06-15,2020-06-18,10,"Con adeudo",472,1,339.03,133.02,1
"4891",2020-06-15,2020-06-18,10,"Sin adeudo",126386,24,0,138347.72,65
"4892",2020-06-15,2020-06-18,11,"Sin adeudo",156548,24,0,173499.06,57
"4893",2020-06-15,2020-06-18,12,"Sin adeudo",131928,23,0,140819.65,51
"4894",2020-06-15,2020-06-18,13,"Con adeudo",1948,1,450.02,1533.27,4
"4895",2020-06-15,2020-06-18,13,"Sin adeudo",117516,19,0,130080.4,47
"4896",2020-06-15,2020-06-18,14,"Sin adeudo",105901,16,0,114813.07,42
"4897",2020-06-15,2020-06-18,15,"Con adeudo",3105,1,1268.06,1845.82,1
"4898",2020-06-15,2020-06-18,15,"Sin adeudo",158456,24,0,172238.12,66
"4899",2020-06-15,2020-06-18,16,"Con adeudo",11688,1,6024.16,6086.99,4
"4900",2020-06-15,2020-06-18,16,"Sin adeudo",129871,25,0,140857.33,54
"4901",2020-06-15,2020-06-18,17,"Sin adeudo",99730,13,0,109327.4,40
"4902",2020-06-15,2020-06-19,1,"Sin adeudo",207319,32,0,223355.4,72
"4903",2020-06-15,2020-06-19,2,"Sin adeudo",133422,18,0,146088.78,53
"4904",2020-06-15,2020-06-19,3,"Sin adeudo",121777,15,0,132125.38,41
"4905",2020-06-15,2020-06-19,4,"Con adeudo",13747,2,2807.3,11450.71,3
"4906",2020-06-15,2020-06-19,4,"Sin adeudo",135444,20,0,148325.26,53
"4907",2020-06-15,2020-06-19,5,"Con adeudo",8979,2,4457.01,4732.43,7
"4908",2020-06-15,2020-06-19,5,"Sin adeudo",147010,23,0,161556.05,60
"4909",2020-06-15,2020-06-19,6,"Con adeudo",1695,1,738.06,1023.79,3
"4910",2020-06-15,2020-06-19,6,"Sin adeudo",110263,18,0,120491.21,42
"4911",2020-06-15,2020-06-19,7,"Con adeudo",24969,3,15638.37,9740.68,9
"4912",2020-06-15,2020-06-19,7,"Sin adeudo",137941,19,0,150092.04,44
"4913",2020-06-15,2020-06-19,8,"Sin adeudo",88903,14,0,98771.63,43
"4914",2020-06-15,2020-06-19,9,"Con adeudo",5936,1,2448.77,3691.71,3
"4915",2020-06-15,2020-06-19,9,"Sin adeudo",112136,16,0,122957.22,37
"4916",2020-06-15,2020-06-19,10,"Con adeudo",16960,2,10480.46,6752.17,5
"4917",2020-06-15,2020-06-19,10,"Sin adeudo",179346,24,0,196737.14,63
"4918",2020-06-15,2020-06-19,11,"Con adeudo",9926,2,4258.25,5896.55,4
"4919",2020-06-15,2020-06-19,11,"Sin adeudo",150812,26,0,163878.03,72
"4920",2020-06-15,2020-06-19,12,"Con adeudo",10921,2,6751.81,4320.85,5
"4921",2020-06-15,2020-06-19,12,"Sin adeudo",72909,16,0,77616.8,38
"4922",2020-06-15,2020-06-19,13,"Sin adeudo",120643,23,0,129218.98,60
"4923",2020-06-15,2020-06-19,14,"Con adeudo",12379,1,12370.94,8.19,1
"4924",2020-06-15,2020-06-19,14,"Sin adeudo",71304,12,0,76582.58,30
"4925",2020-06-15,2020-06-19,15,"Con adeudo",12643,2,7655.84,5069.99,7
"4926",2020-06-15,2020-06-19,15,"Sin adeudo",74229,17,0,81972.75,39
"4927",2020-06-15,2020-06-19,16,"Con adeudo",8096,1,5251.1,2857.8,4
"4928",2020-06-15,2020-06-19,16,"Sin adeudo",121329,18,0,129894.33,42
"4929",2020-06-15,2020-06-19,17,"Sin adeudo",64772,12,0,70421.68,35
"4930",2020-06-15,2020-06-20,1,"Con adeudo",5958,1,1688.03,4391.33,1
"4931",2020-06-15,2020-06-20,1,"Sin adeudo",116736,18,0,127771.59,52
"4932",2020-06-15,2020-06-20,2,"Con adeudo",4777,1,1224.19,3594.42,3
"4933",2020-06-15,2020-06-20,2,"Sin adeudo",101892,16,0,110573.65,46
"4934",2020-06-15,2020-06-20,3,"Sin adeudo",98557,18,0,105960.36,50
"4935",2020-06-15,2020-06-20,4,"Con adeudo",9653,1,8715.25,951.03,1
"4936",2020-06-15,2020-06-20,4,"Sin adeudo",147801,21,0,159292.36,57
"4937",2020-06-15,2020-06-20,5,"Sin adeudo",91147,16,0,98424.16,37
"4938",2020-06-15,2020-06-20,6,"Con adeudo",1935,1,791.46,1224.4,2
"4939",2020-06-15,2020-06-20,6,"Sin adeudo",106580,16,0,116679.83,35
"4940",2020-06-15,2020-06-20,7,"Sin adeudo",133329,20,0,144338.44,55
"4941",2020-06-15,2020-06-20,8,"Con adeudo",14898,2,8596.27,6352.65,5
"4942",2020-06-15,2020-06-20,8,"Sin adeudo",134987,23,0,146514.55,54
"4943",2020-06-15,2020-06-20,9,"Con adeudo",6818,1,1978.13,5016.32,4
"4944",2020-06-15,2020-06-20,9,"Sin adeudo",87986,12,0,97733.29,37
"4945",2020-06-15,2020-06-20,10,"Con adeudo",6651,1,4212.63,2568.35,3
"4946",2020-06-15,2020-06-20,10,"Sin adeudo",98602,16,0,105216.62,33
"4947",2020-06-15,2020-06-20,11,"Con adeudo",4467,1,242.79,4450.63,2
"4948",2020-06-15,2020-06-20,11,"Sin adeudo",104934,18,0,113497.33,43
"4949",2020-06-15,2020-06-20,12,"Con adeudo",5637,1,4481.25,1210.6,3
"4950",2020-06-15,2020-06-20,12,"Sin adeudo",81189,17,0,86828.38,56
"4951",2020-06-15,2020-06-20,13,"Con adeudo",18693,3,4903.51,14213.09,10
"4952",2020-06-15,2020-06-20,13,"Sin adeudo",103210,13,0,113891.51,30
"4953",2020-06-15,2020-06-20,14,"Con adeudo",3082,1,2357.11,782.14,3
"4954",2020-06-15,2020-06-20,14,"Sin adeudo",121200,24,0,133937.12,57
"4955",2020-06-15,2020-06-20,15,"Sin adeudo",150588,21,0,162916.78,54
"4956",2020-06-15,2020-06-20,16,"Sin adeudo",115400,17,0,126682.51,45
"4957",2020-06-15,2020-06-20,17,"Sin adeudo",138664,21,0,152044.04,58
"4958",2020-06-15,2020-06-21,1,"Con adeudo",3459,1,2278.31,1216.99,2
"4959",2020-06-15,2020-06-21,1,"Sin adeudo",91219,12,0,99829.3,35
"4960",2020-06-15,2020-06-21,2,"Con adeudo",5216,1,1408.34,3937.04,1
"4961",2020-06-15,2020-06-21,2,"Sin adeudo",127297,21,0,137834.95,46
"4962",2020-06-15,2020-06-21,3,"Sin adeudo",197008,25,0,214344.5,67
"4963",2020-06-15,2020-06-21,4,"Con adeudo",10451,2,3755.1,6867.8,2
"4964",2020-06-15,2020-06-21,4,"Sin adeudo",145684,22,0,157323.95,50
"4965",2020-06-15,2020-06-21,5,"Con adeudo",2709,1,1671.92,1056.18,2
"4966",2020-06-15,2020-06-21,5,"Sin adeudo",117581,19,0,128916.7,35
"4967",2020-06-15,2020-06-21,6,"Con adeudo",2022,1,1730.65,292.68,2
"4968",2020-06-15,2020-06-21,6,"Sin adeudo",102144,18,0,111766.25,48
"4969",2020-06-15,2020-06-21,7,"Con adeudo",3172,1,1565.34,1682.08,4
"4970",2020-06-15,2020-06-21,7,"Sin adeudo",60673,14,0,66566.37,36
"4971",2020-06-15,2020-06-21,8,"Con adeudo",12364,1,3394.4,9356.69,1
"4972",2020-06-15,2020-06-21,8,"Sin adeudo",142096,21,0,151549.29,53
"4973",2020-06-15,2020-06-21,9,"Sin adeudo",106187,16,0,111333.89,42
"4974",2020-06-15,2020-06-21,10,"Sin adeudo",81487,15,0,88882.34,42
"4975",2020-06-15,2020-06-21,11,"Con adeudo",16414,3,12316.37,4141.2,3
"4976",2020-06-15,2020-06-21,11,"Sin adeudo",164537,20,0,182202.06,45
"4977",2020-06-15,2020-06-21,12,"Sin adeudo",146628,18,0,163818.9,40
"4978",2020-06-15,2020-06-21,13,"Con adeudo",29282,4,12784.04,17067.32,8
"4979",2020-06-15,2020-06-21,13,"Sin adeudo",125638,18,0,137447.73,49
"4980",2020-06-15,2020-06-21,14,"Con adeudo",8728,1,4518.68,4215.51,1
"4981",2020-06-15,2020-06-21,14,"Sin adeudo",142685,21,0,157998.05,45
"4982",2020-06-15,2020-06-21,15,"Sin adeudo",129939,18,0,139385.53,46
"4983",2020-06-15,2020-06-21,16,"Sin adeudo",85945,13,0,94551.42,35
"4984",2020-06-15,2020-06-21,17,"Con adeudo",1969,1,905.74,1068.4,3
"4985",2020-06-15,2020-06-21,17,"Sin adeudo",153664,22,0,169543.74,51
"4986",2020-06-15,2020-06-22,1,"Sin adeudo",77825,14,0,87470.65,27
"4987",2020-06-15,2020-06-22,2,"Con adeudo",9890,2,4038.29,6129.03,4
"4988",2020-06-15,2020-06-22,2,"Sin adeudo",109961,15,0,118144.48,39
"4989",2020-06-15,2020-06-22,3,"Sin adeudo",83132,13,0,90573.35,26
"4990",2020-06-15,2020-06-22,4,"Con adeudo",18977,2,9171.67,10270.6,7
"4991",2020-06-15,2020-06-22,4,"Sin adeudo",100818,15,0,110405.15,40
"4992",2020-06-15,2020-06-22,5,"Sin adeudo",119029,18,0,128607.03,45
"4993",2020-06-15,2020-06-22,6,"Con adeudo",7555,1,4485.87,3313.77,2
"4994",2020-06-15,2020-06-22,6,"Sin adeudo",123300,21,0,132919.05,58
"4995",2020-06-15,2020-06-22,7,"Sin adeudo",199714,28,0,218317.23,76
"4996",2020-06-15,2020-06-22,8,"Sin adeudo",182060,28,0,199446.95,74
"4997",2020-06-15,2020-06-22,9,"Con adeudo",23365,3,8291.98,15692.08,6
"4998",2020-06-15,2020-06-22,9,"Sin adeudo",112272,18,0,121934.56,48
"4999",2020-06-15,2020-06-22,10,"Sin adeudo",124574,20,0,132462.56,47
"5000",2020-06-15,2020-06-22,11,"Con adeudo",1467,1,903.65,594.57,2
"5001",2020-06-15,2020-06-22,11,"Sin adeudo",105314,18,0,118063.53,38
"5002",2020-06-15,2020-06-22,12,"Sin adeudo",146655,23,0,158627.49,55
"5003",2020-06-15,2020-06-22,13,"Con adeudo",8639,1,7850.48,844.75,1
"5004",2020-06-15,2020-06-22,13,"Sin adeudo",200525,26,0,219555.06,62
"5005",2020-06-15,2020-06-22,14,"Sin adeudo",120673,17,0,130513.51,42
"5006",2020-06-15,2020-06-22,15,"Con adeudo",7639,1,6974.14,691.44,3
"5007",2020-06-15,2020-06-22,15,"Sin adeudo",75399,13,0,83159.82,35
"5008",2020-06-15,2020-06-22,16,"Sin adeudo",145258,24,0,158872.59,53
"5009",2020-06-15,2020-06-22,17,"Con adeudo",11206,1,7229.18,3995.33,1
"5010",2020-06-15,2020-06-22,17,"Sin adeudo",91860,14,0,101929.66,37
"5011",2020-06-15,2020-06-23,1,"Sin adeudo",91635,16,0,97643.5,41
"5012",2020-06-15,2020-06-23,2,"Sin adeudo",97703,22,0,108658.31,52
"5013",2020-06-15,2020-06-23,3,"Sin adeudo",129796,21,0,143907.27,60
"5014",2020-06-15,2020-06-23,4,"Con adeudo",27409,3,8840.69,19347.09,6
"5015",2020-06-15,2020-06-23,4,"Sin adeudo",100435,20,0,109382.33,47
"5016",2020-06-15,2020-06-23,5,"Sin adeudo",118521,20,0,130194.05,44
"5017",2020-06-15,2020-06-23,6,"Con adeudo",8535,1,4909.09,3866.16,2
"5018",2020-06-15,2020-06-23,6,"Sin adeudo",118042,19,0,125945.61,50
"5019",2020-06-15,2020-06-23,7,"Sin adeudo",96330,13,0,106829.33,35
"5020",2020-06-15,2020-06-23,8,"Sin adeudo",131233,21,0,145519.57,51
"5021",2020-06-15,2020-06-23,9,"Sin adeudo",129175,18,0,140591.12,37
"5022",2020-06-15,2020-06-23,10,"Con adeudo",12447,1,6587.86,6254.65,4
"5023",2020-06-15,2020-06-23,10,"Sin adeudo",121280,17,0,130809.62,45
"5024",2020-06-15,2020-06-23,11,"Con adeudo",2060,1,633.9,1509.61,2
"5025",2020-06-15,2020-06-23,11,"Sin adeudo",125158,19,0,140663.32,46
"5026",2020-06-15,2020-06-23,12,"Sin adeudo",113489,17,0,125423.81,46
"5027",2020-06-15,2020-06-23,13,"Con adeudo",7524,2,3487.35,4242.91,2
"5028",2020-06-15,2020-06-23,13,"Sin adeudo",87081,13,0,94364.45,39
"5029",2020-06-15,2020-06-23,14,"Sin adeudo",135745,21,0,147711.07,55
"5030",2020-06-15,2020-06-23,15,"Sin adeudo",125185,20,0,138735.66,44
"5031",2020-06-15,2020-06-23,16,"Con adeudo",5582,1,2565.95,3060.15,1
"5032",2020-06-15,2020-06-23,16,"Sin adeudo",109148,16,0,120000.55,53
"5033",2020-06-15,2020-06-23,17,"Con adeudo",10724,1,1706.43,9160.18,2
"5034",2020-06-15,2020-06-23,17,"Sin adeudo",164588,32,0,179892.27,72
"5035",2020-06-15,2020-06-24,1,"Sin adeudo",107412,18,0,115623.67,45
"5036",2020-06-15,2020-06-24,2,"Con adeudo",18554,2,9145.72,9841.41,6
"5037",2020-06-15,2020-06-24,2,"Sin adeudo",141508,17,0,155109.85,37
"5038",2020-06-15,2020-06-24,3,"Sin adeudo",81014,13,0,88154.74,31
"5039",2020-06-15,2020-06-24,4,"Con adeudo",14560,2,6906.89,8130.34,6
"5040",2020-06-15,2020-06-24,4,"Sin adeudo",102366,14,0,113141.88,39
"5041",2020-06-15,2020-06-24,5,"Sin adeudo",160310,22,0,174931.46,61
"5042",2020-06-15,2020-06-24,6,"Con adeudo",7470,1,6620.64,906.18,3
"5043",2020-06-15,2020-06-24,6,"Sin adeudo",56208,11,0,60449.75,20
"5044",2020-06-15,2020-06-24,7,"Con adeudo",14740,3,1340.43,13779.59,6
"5045",2020-06-15,2020-06-24,7,"Sin adeudo",151379,25,0,164777.48,50
"5046",2020-06-15,2020-06-24,8,"Con adeudo",16502,2,8328.44,8496.68,4
"5047",2020-06-15,2020-06-24,8,"Sin adeudo",136098,20,0,150108.57,47
"5048",2020-06-15,2020-06-24,9,"Sin adeudo",130829,22,0,140681.88,57
"5049",2020-06-15,2020-06-24,10,"Con adeudo",2049,1,697.3,1452.93,1
