"","id_cliente","ventas_mensuales","B_proceso"
"5343","5343",78627,"Orden"
"5344","5344",115869,"Orden"
"5345","5345",84786,"Orden"
"5346","5346",80351,"Orden"
"5347","5347",200599,"Orden"
"5348","5348",61821,"Orden"
"5349","5349",241911,"Orden"
"5350","5350",116341,"Orden"
"5351","5351",205186,"Orden"
"5352","5352",87737,"Orden"
"5353","5353",157662,"Orden"
"5354","5354",247619,"Orden"
"5355","5355",44927,"Orden"
"5356","5356",5272,"Orden"
"5357","5357",177279,"Orden"
"5358","5358",122172,"Orden"
"5359","5359",36270,"Orden"
"5360","5360",9593,"Orden"
"5361","5361",169017,"Orden"
"5362","5362",30085,"Orden"
"5363","5363",37730,"Orden"
"5364","5364",211886,"Orden"
"5365","5365",235181,"Orden"
"5366","5366",23757,"Orden"
"5367","5367",135112,"Orden"
"5368","5368",125544,"Orden"
"5369","5369",15621,"Orden"
"5370","5370",142051,"Orden"
"5371","5371",190286,"Orden"
"5372","5372",137639,"Orden"
"5373","5373",130881,"Orden"
"5374","5374",179911,"Orden"
"5375","5375",238812,"Orden"
"5376","5376",165266,"Orden"
"5377","5377",10648,"Orden"
"5378","5378",190733,"Orden"
"5379","5379",108976,"Orden"
"5380","5380",198153,"Orden"
"5381","5381",167671,"Orden"
"5382","5382",25989,"Orden"
"5383","5383",227589,"Orden"
"5384","5384",86833,"Orden"
"5385","5385",24700,"Orden"
"5386","5386",178785,"Orden"
"5387","5387",91689,"Orden"
"5388","5388",55433,"Orden"
"5389","5389",209037,"Orden"
"5390","5390",220573,"Orden"
"5391","5391",209782,"Orden"
"5392","5392",118620,"Orden"
"5393","5393",2752,"Orden"
"5394","5394",244284,"Orden"
"5395","5395",243035,"Orden"
"5396","5396",168674,"Orden"
"5397","5397",39065,"Orden"
"5398","5398",204245,"Orden"
"5399","5399",61978,"Orden"
"5400","5400",159341,"Orden"
"5401","5401",129307,"Orden"
"5402","5402",245568,"Orden"
"5403","5403",69837,"Orden"
"5404","5404",246470,"Orden"
"5405","5405",63044,"Orden"
"5406","5406",66427,"Orden"
"5407","5407",56034,"Orden"
"5408","5408",12885,"Orden"
"5409","5409",93166,"Orden"
"5410","5410",45500,"Orden"
"5411","5411",205517,"Orden"
"5412","5412",151006,"Orden"
"5413","5413",121517,"Orden"
"5414","5414",25952,"Orden"
"5415","5415",151327,"Orden"
"5416","5416",32315,"Orden"
"5417","5417",181283,"Orden"
"5418","5418",107897,"Orden"
"5419","5419",162244,"Orden"
"5420","5420",234291,"Orden"
"5421","5421",175087,"Orden"
"5422","5422",88060,"Orden"
"5423","5423",166446,"Orden"
"5424","5424",3220,"Orden"
"5425","5425",71502,"Orden"
"5426","5426",129635,"Orden"
"5427","5427",136412,"Orden"
"5428","5428",216629,"Orden"
"5429","5429",11314,"Orden"
"5430","5430",39357,"Orden"
"5431","5431",82473,"Orden"
"5432","5432",97349,"Orden"
"5433","5433",95641,"Orden"
"5434","5434",222279,"Orden"
"5435","5435",22092,"Orden"
"5436","5436",108244,"Orden"
"5437","5437",3968,"Orden"
"5438","5438",131765,"Orden"
"5439","5439",146494,"Orden"
"5440","5440",142500,"Orden"
"5441","5441",213072,"Orden"
"5442","5442",102151,"Orden"
"5443","5443",206188,"Orden"
"5444","5444",81863,"Orden"
"5445","5445",179030,"Orden"
"5446","5446",192109,"Orden"
"5447","5447",225410,"Orden"
"5448","5448",163211,"Orden"
"5449","5449",107893,"Orden"
"5450","5450",35558,"Orden"
"5451","5451",102986,"Orden"
"5452","5452",135143,"Orden"
"5453","5453",81978,"Orden"
"5454","5454",142304,"Orden"
"5455","5455",195666,"Orden"
"5456","5456",178886,"Orden"
"5457","5457",212227,"Orden"
"5458","5458",231440,"Orden"
"5459","5459",1445,"Orden"
"5460","5460",38542,"Orden"
"5461","5461",57345,"Orden"
"5462","5462",115083,"Orden"
"5463","5463",169979,"Orden"
"5464","5464",57386,"Orden"
"5465","5465",49299,"Orden"
"5466","5466",141680,"Orden"
"5467","5467",156751,"Orden"
"5468","5468",52851,"Orden"
"5469","5469",7252,"Orden"
"5470","5470",29305,"Orden"
"5471","5471",121703,"Orden"
"5472","5472",218761,"Orden"
"5473","5473",93159,"Orden"
"5474","5474",247121,"Orden"
"5475","5475",176927,"Orden"
"5476","5476",65020,"Orden"
"5477","5477",226406,"Orden"
"5478","5478",81168,"Orden"
"5479","5479",129560,"Orden"
"5480","5480",208605,"Orden"
"5481","5481",148106,"Orden"
"5482","5482",143672,"Orden"
"5483","5483",40715,"Orden"
"5484","5484",226144,"Orden"
"5485","5485",155361,"Orden"
"5486","5486",112330,"Orden"
"5487","5487",47877,"Orden"
"5488","5488",244858,"Orden"
"5489","5489",147433,"Orden"
"5490","5490",204005,"Orden"
"5491","5491",142271,"Orden"
"5492","5492",63964,"Orden"
"5493","5493",187620,"Orden"
"5494","5494",165097,"Orden"
"5495","5495",166226,"Orden"
"5496","5496",148673,"Orden"
"5497","5497",193997,"Orden"
"5498","5498",23302,"Orden"
"5499","5499",73252,"Orden"
"5500","5500",3732,"Orden"
"5501","5501",198401,"Orden"
"5502","5502",180398,"Orden"
"5503","5503",102125,"Orden"
"5504","5504",196358,"Orden"
"5505","5505",43053,"Orden"
"5506","5506",36808,"Orden"
"5507","5507",149498,"Orden"
"5508","5508",55688,"Orden"
"5509","5509",71424,"Orden"
"5510","5510",144174,"Orden"
"5511","5511",26503,"Orden"
"5512","5512",159177,"Orden"
"5513","5513",163535,"Orden"
"5514","5514",76517,"Orden"
"5515","5515",157590,"Orden"
"5516","5516",84625,"Orden"
"5517","5517",39918,"Orden"
"5518","5518",97687,"Orden"
"5519","5519",233241,"Orden"
"5520","5520",164888,"Orden"
"5521","5521",185105,"Orden"
"5522","5522",76570,"Orden"
"5523","5523",44991,"Orden"
"5524","5524",143374,"Orden"
"5525","5525",6349,"Orden"
"5526","5526",6582,"Orden"
"5527","5527",101932,"Orden"
"5528","5528",176048,"Orden"
"5529","5529",107201,"Orden"
"5530","5530",226130,"Orden"
"5531","5531",27291,"Orden"
"5532","5532",242644,"Orden"
"5533","5533",219843,"Orden"
"5534","5534",38038,"Orden"
"5535","5535",76708,"Orden"
"5536","5536",25876,"Orden"
"5537","5537",127566,"Orden"
"5538","5538",157825,"Orden"
"5539","5539",112862,"Orden"
"5540","5540",172036,"Orden"
"5541","5541",7250,"Orden"
"5542","5542",71531,"Orden"
"5543","5543",171613,"Orden"
"5544","5544",99040,"Orden"
"5545","5545",158913,"Orden"
"5546","5546",235110,"Orden"
"5547","5547",84490,"Orden"
"5548","5548",143432,"Orden"
"5549","5549",72637,"Orden"
"5550","5550",115830,"Orden"
"5551","5551",163654,"Orden"
"5552","5552",108025,"Orden"
"5553","5553",206527,"Orden"
"5554","5554",208770,"Orden"
"5555","5555",139778,"Orden"
"5556","5556",148806,"Orden"
"5557","5557",54696,"Orden"
"5558","5558",85449,"Orden"
"5559","5559",33558,"Orden"
"5560","5560",82130,"Orden"
"5561","5561",163568,"Orden"
"5562","5562",55645,"Orden"
"5563","5563",143403,"Orden"
"5564","5564",98580,"Orden"
"5565","5565",172010,"Orden"
"5566","5566",183514,"Orden"
"5567","5567",51104,"Orden"
"5568","5568",141044,"Orden"
"5569","5569",34328,"Orden"
"5570","5570",157259,"Orden"
"5571","5571",11642,"Orden"
"5572","5572",46333,"Orden"
"5573","5573",90093,"Orden"
"5574","5574",62456,"Orden"
"5575","5575",244526,"Orden"
"5576","5576",178774,"Orden"
"5577","5577",202607,"Orden"
"5578","5578",140590,"Orden"
"5579","5579",156253,"Orden"
"5580","5580",219894,"Orden"
"5581","5581",187979,"Orden"
"5582","5582",35566,"Orden"
"5583","5583",187345,"Orden"
"5584","5584",92265,"Orden"
"5585","5585",89321,"Orden"
"5586","5586",179825,"Orden"
"5587","5587",123288,"Orden"
"5588","5588",221698,"Orden"
"5589","5589",212885,"Orden"
"5590","5590",221757,"Orden"
"5591","5591",211996,"Orden"
"5592","5592",30452,"Orden"
"5593","5593",188842,"Orden"
"5594","5594",116792,"Orden"
"5595","5595",62793,"Orden"
"5596","5596",95339,"Orden"
"5597","5597",110237,"Orden"
"5598","5598",218462,"Orden"
"5599","5599",115206,"Orden"
"5600","5600",16989,"Orden"
"5601","5601",243775,"Orden"
"5602","5602",175414,"Orden"
"5603","5603",229265,"Orden"
"5604","5604",118199,"Orden"
"5605","5605",51938,"Orden"
"5606","5606",8222,"Orden"
"5607","5607",203394,"Orden"
"5608","5608",150855,"Orden"
"5609","5609",4735,"Orden"
"5610","5610",68651,"Orden"
"5611","5611",222729,"Orden"
"5612","5612",229383,"Orden"
"5613","5613",87044,"Orden"
"5614","5614",235907,"Orden"
"5615","5615",54338,"Orden"
"5616","5616",146000,"Orden"
"5617","5617",4101,"Orden"
"5618","5618",112955,"Orden"
"5619","5619",214994,"Orden"
"5620","5620",58920,"Orden"
"5621","5621",107419,"Orden"
"5622","5622",171378,"Orden"
"5623","5623",27858,"Orden"
"5624","5624",120956,"Orden"
"5625","5625",41802,"Orden"
"5626","5626",160681,"Orden"
"5627","5627",190145,"Orden"
"5628","5628",92229,"Orden"
"5629","5629",108383,"Orden"
"5630","5630",94066,"Orden"
"5631","5631",249428,"Orden"
"5632","5632",168681,"Orden"
"5633","5633",173624,"Orden"
"5634","5634",23360,"Orden"
"5635","5635",64462,"Orden"
"5636","5636",221897,"Orden"
"5637","5637",142596,"Orden"
"5638","5638",239581,"Orden"
"5639","5639",183230,"Orden"
"5640","5640",38022,"Orden"
"5641","5641",231578,"Orden"
"5642","5642",240745,"Orden"
"5643","5643",19052,"Orden"
"5644","5644",246777,"Orden"
"5645","5645",83528,"Orden"
"5646","5646",48690,"Orden"
"5647","5647",204092,"Orden"
"5648","5648",212768,"Orden"
"5649","5649",49343,"Orden"
"5650","5650",18743,"Orden"
"5651","5651",11319,"Orden"
"5652","5652",90987,"Orden"
"5653","5653",137201,"Orden"
"5654","5654",58502,"Orden"
"5655","5655",125052,"Orden"
"5656","5656",149748,"Orden"
"5657","5657",181688,"Orden"
"5658","5658",233264,"Orden"
"5659","5659",61963,"Orden"
"5660","5660",174187,"Orden"
"5661","5661",172450,"Orden"
"5662","5662",35083,"Orden"
"5663","5663",184197,"Orden"
"5664","5664",168468,"Orden"
"5665","5665",77329,"Orden"
"5666","5666",179182,"Orden"
"5667","5667",180394,"Orden"
"5668","5668",68137,"Orden"
"5669","5669",245138,"Orden"
"5670","5670",53434,"Orden"
"5671","5671",86016,"Orden"
"5672","5672",56896,"Orden"
"5673","5673",81511,"Orden"
"5674","5674",21421,"Orden"
"5675","5675",143111,"Orden"
"5676","5676",211179,"Orden"
"5677","5677",224059,"Orden"
"5678","5678",78216,"Orden"
"5679","5679",142872,"Orden"
"5680","5680",218784,"Orden"
"5681","5681",75773,"Orden"
"5682","5682",127067,"Orden"
"5683","5683",115148,"Orden"
"5684","5684",92396,"Orden"
"5685","5685",110292,"Orden"
"5686","5686",1188,"Orden"
"5687","5687",190447,"Orden"
"5688","5688",233998,"Orden"
"5689","5689",173962,"Orden"
"5690","5690",186992,"Orden"
"5691","5691",227070,"Orden"
"5692","5692",215553,"Orden"
"5693","5693",70596,"Orden"
"5694","5694",132184,"Orden"
"5695","5695",175160,"Orden"
"5696","5696",172410,"Orden"
"5697","5697",151230,"Orden"
"5698","5698",155320,"Orden"
"5699","5699",99334,"Orden"
"5700","5700",38727,"Orden"
"5701","5701",114749,"Orden"
"5702","5702",11627,"Orden"
"5703","5703",144502,"Orden"
"5704","5704",57272,"Orden"
"5705","5705",106889,"Orden"
"5706","5706",153304,"Orden"
"5707","5707",45379,"Orden"
"5708","5708",238804,"Orden"
"5709","5709",239442,"Orden"
"5710","5710",134475,"Orden"
"5711","5711",199532,"Orden"
"5712","5712",184033,"Orden"
"5713","5713",133769,"Orden"
"5714","5714",249955,"Orden"
"5715","5715",249617,"Orden"
"5716","5716",224247,"Orden"
"5717","5717",188109,"Orden"
"5718","5718",128837,"Orden"
"5719","5719",207971,"Orden"
"5720","5720",214571,"Orden"
"5721","5721",93746,"Orden"
"5722","5722",250,"Orden"
"5723","5723",239236,"Orden"
"5724","5724",146721,"Orden"
"5725","5725",93726,"Orden"
"5726","5726",161316,"Orden"
"5727","5727",134425,"Orden"
"5728","5728",17467,"Orden"
"5729","5729",184100,"Orden"
"5730","5730",245016,"Orden"
"5731","5731",86894,"Orden"
"5732","5732",140873,"Orden"
"5733","5733",48385,"Orden"
"5734","5734",29704,"Orden"
"5735","5735",60512,"Orden"
"5736","5736",11704,"Orden"
"5737","5737",12415,"Orden"
"5738","5738",10143,"Orden"
"5739","5739",78802,"Orden"
"5740","5740",182255,"Orden"
"5741","5741",98940,"Orden"
"5742","5742",110546,"Orden"
"5743","5743",176728,"Orden"
"5744","5744",40340,"Orden"
"5745","5745",58022,"Orden"
"5746","5746",51500,"Orden"
"5747","5747",179780,"Orden"
"5748","5748",123954,"Orden"
"5749","5749",201885,"Orden"
"5750","5750",231977,"Orden"
"5751","5751",127011,"Orden"
"5752","5752",48230,"Orden"
"5753","5753",15295,"Orden"
"5754","5754",208844,"Orden"
"5755","5755",42769,"Orden"
"5756","5756",84529,"Orden"
"5757","5757",55271,"Orden"
"5758","5758",135461,"Orden"
"5759","5759",89869,"Orden"
"5760","5760",161233,"Orden"
"5761","5761",162655,"Orden"
"5762","5762",128919,"Orden"
"5763","5763",230923,"Orden"
"5764","5764",167278,"Orden"
"5765","5765",143446,"Orden"
"5766","5766",102370,"Orden"
"5767","5767",3863,"Orden"
"5768","5768",30860,"Orden"
"5769","5769",105879,"Orden"
"5770","5770",143769,"Orden"
"5771","5771",230399,"Orden"
"5772","5772",247991,"Orden"
"5773","5773",104720,"Orden"
"5774","5774",31801,"Orden"
"5775","5775",48028,"Orden"
"5776","5776",215995,"Orden"
"5777","5777",16972,"Orden"
"5778","5778",455,"Orden"
"5779","5779",243240,"Orden"
"5780","5780",12183,"Orden"
"5781","5781",10448,"Orden"
"5782","5782",221042,"Orden"
"5783","5783",219041,"Orden"
"5784","5784",70045,"Orden"
"5785","5785",182866,"Orden"
"5786","5786",108575,"Orden"
"5787","5787",10934,"Orden"
"5788","5788",200632,"Orden"
"5789","5789",235715,"Orden"
"5790","5790",188602,"Orden"
"5791","5791",49849,"Orden"
"5792","5792",203729,"Orden"
"5793","5793",249114,"Orden"
"5794","5794",63626,"Orden"
"5795","5795",222326,"Orden"
"5796","5796",202125,"Orden"
"5797","5797",63000,"Orden"
"5798","5798",98092,"Orden"
"5799","5799",37584,"Orden"
"5800","5800",220035,"Orden"
"5801","5801",126802,"Orden"
"5802","5802",65370,"Orden"
"5803","5803",220344,"Orden"
"5804","5804",34706,"Orden"
"5805","5805",125276,"Orden"
"5806","5806",41718,"Orden"
"5807","5807",60335,"Orden"
"5808","5808",164442,"Orden"
"5809","5809",104914,"Orden"
"5810","5810",71114,"Orden"
"5811","5811",117766,"Orden"
"5812","5812",221053,"Orden"
"5813","5813",239205,"Orden"
"5814","5814",231466,"Orden"
"5815","5815",25167,"Orden"
"5816","5816",198809,"Orden"
"5817","5817",194847,"Orden"
"5818","5818",46874,"Orden"
"5819","5819",4493,"Orden"
"5820","5820",21336,"Orden"
"5821","5821",85457,"Orden"
"5822","5822",25514,"Orden"
"5823","5823",16254,"Orden"
"5824","5824",71131,"Orden"
"5825","5825",167392,"Orden"
"5826","5826",141670,"Orden"
"5827","5827",195817,"Orden"
"5828","5828",29850,"Orden"
"5829","5829",30160,"Orden"
"5830","5830",156293,"Orden"
"5831","5831",154928,"Orden"
"5832","5832",215464,"Orden"
"5833","5833",189003,"Orden"
"5834","5834",205914,"Orden"
"5835","5835",34039,"Orden"
"5836","5836",1123,"Orden"
"5837","5837",51470,"Orden"
"5838","5838",184133,"Orden"
"5839","5839",242546,"Orden"
"5840","5840",234790,"Orden"
"5841","5841",223942,"Orden"
"5842","5842",204733,"Orden"
"5843","5843",246380,"Orden"
"5844","5844",99558,"Orden"
"5845","5845",46148,"Orden"
"5846","5846",130493,"Orden"
"5847","5847",81116,"Orden"
"5848","5848",234409,"Orden"
"5849","5849",136563,"Orden"
"5850","5850",169842,"Orden"
"5851","5851",21044,"Orden"
"5852","5852",126569,"Orden"
"5853","5853",242377,"Orden"
"5854","5854",223585,"Orden"
"5855","5855",50710,"Orden"
"5856","5856",105748,"Orden"
"5857","5857",72063,"Orden"
"5858","5858",50985,"Orden"
"5859","5859",197008,"Orden"
"5860","5860",156519,"Orden"
"5861","5861",6668,"Orden"
"5862","5862",153003,"Orden"
"5863","5863",102194,"Orden"
"5864","5864",160320,"Orden"
"5865","5865",242948,"Orden"
"5866","5866",182215,"Orden"
"5867","5867",131154,"Orden"
"5868","5868",188379,"Orden"
"5869","5869",216855,"Orden"
"5870","5870",123759,"Orden"
"5871","5871",142622,"Orden"
"5872","5872",42001,"Orden"
"5873","5873",9831,"Orden"
"5874","5874",209194,"Orden"
"5875","5875",228186,"Orden"
"5876","5876",106447,"Orden"
"5877","5877",196652,"Orden"
"5878","5878",51825,"Orden"
"5879","5879",242330,"Orden"
"5880","5880",111815,"Orden"
"5881","5881",77993,"Orden"
"5882","5882",145754,"Orden"
"5883","5883",12329,"Orden"
"5884","5884",105987,"Orden"
"5885","5885",245133,"Orden"
"5886","5886",13934,"Orden"
"5887","5887",223829,"Orden"
"5888","5888",90958,"Orden"
"5889","5889",233654,"Orden"
"5890","5890",150120,"Orden"
"5891","5891",32004,"Orden"
"5892","5892",184660,"Orden"
"5893","5893",11877,"Orden"
"5894","5894",173734,"Orden"
"5895","5895",62844,"Orden"
"5896","5896",236612,"Orden"
"5897","5897",126026,"Orden"
"5898","5898",106373,"Orden"
"5899","5899",31111,"Orden"
"5900","5900",141693,"Orden"
"5901","5901",139645,"Orden"
"5902","5902",236236,"Orden"
"5903","5903",139098,"Orden"
"5904","5904",133505,"Orden"
"5905","5905",847,"Orden"
"5906","5906",234982,"Orden"
"5907","5907",104814,"Orden"
"5908","5908",171317,"Orden"
"5909","5909",223937,"Orden"
"5910","5910",106720,"Orden"
"5911","5911",213454,"Orden"
"5912","5912",182534,"Orden"
"5913","5913",126153,"Orden"
"5914","5914",246726,"Orden"
"5915","5915",44779,"Orden"
"5916","5916",65660,"Orden"
"5917","5917",139229,"Orden"
"5918","5918",36118,"Orden"
"5919","5919",247528,"Orden"
"5920","5920",101056,"Orden"
"5921","5921",98326,"Orden"
"5922","5922",138452,"Orden"
"5923","5923",135250,"Orden"
"5924","5924",134271,"Orden"
"5925","5925",94849,"Orden"
"5926","5926",35890,"Orden"
"5927","5927",102934,"Orden"
"5928","5928",123588,"Orden"
"5929","5929",21263,"Orden"
"5930","5930",240853,"Orden"
"5931","5931",83393,"Orden"
"5932","5932",6172,"Orden"
"5933","5933",38823,"Orden"
"5934","5934",212084,"Orden"
"5935","5935",144023,"Orden"
"5936","5936",92450,"Orden"
"5937","5937",25749,"Orden"
"5938","5938",198562,"Orden"
"5939","5939",152803,"Orden"
"5940","5940",177453,"Orden"
"5941","5941",210198,"Orden"
"5942","5942",212441,"Orden"
"5943","5943",34228,"Orden"
"5944","5944",40611,"Orden"
"5945","5945",105085,"Orden"
"5946","5946",134758,"Orden"
"5947","5947",59981,"Orden"
"5948","5948",79660,"Orden"
"5949","5949",168901,"Orden"
"5950","5950",186208,"Orden"
"5951","5951",157296,"Orden"
"5952","5952",235680,"Orden"
"5953","5953",25099,"Orden"
"5954","5954",209814,"Orden"
"5955","5955",242900,"Orden"
"5956","5956",230686,"Orden"
"5957","5957",60442,"Orden"
"5958","5958",92336,"Orden"
"5959","5959",85182,"Orden"
"5960","5960",35023,"Orden"
"5961","5961",98415,"Orden"
"5962","5962",132971,"Orden"
"5963","5963",88090,"Orden"
"5964","5964",214578,"Orden"
"5965","5965",123788,"Orden"
"5966","5966",169234,"Orden"
"5967","5967",30142,"Orden"
"5968","5968",44316,"Orden"
"5969","5969",155071,"Orden"
"5970","5970",200754,"Orden"
"5971","5971",172719,"Orden"
"5972","5972",24974,"Orden"
"5973","5973",188114,"Orden"
"5974","5974",69452,"Orden"
"5975","5975",116084,"Orden"
"5976","5976",119986,"Orden"
"5977","5977",238705,"Orden"
"5978","5978",245364,"Orden"
"5979","5979",56865,"Orden"
"5980","5980",230253,"Orden"
"5981","5981",209407,"Orden"
"5982","5982",205982,"Orden"
"5983","5983",62421,"Orden"
"5984","5984",123036,"Orden"
"5985","5985",196396,"Orden"
"5986","5986",210736,"Orden"
"5987","5987",27452,"Orden"
"5988","5988",87583,"Orden"
"5989","5989",137144,"Orden"
"5990","5990",222919,"Orden"
"5991","5991",163493,"Orden"
"5992","5992",83033,"Orden"
"5993","5993",217734,"Orden"
"5994","5994",247890,"Orden"
"5995","5995",40253,"Orden"
"5996","5996",114763,"Orden"
"5997","5997",11829,"Orden"
"5998","5998",6784,"Orden"
"5999","5999",102210,"Orden"
"6000","6000",140950,"Orden"
"6001","6001",2084,"Orden"
"6002","6002",56875,"Orden"
"6003","6003",12475,"Orden"
"6004","6004",133359,"Orden"
"6005","6005",107144,"Orden"
"6006","6006",238900,"Orden"
"6007","6007",26891,"Orden"
"6008","6008",105058,"Orden"
"6009","6009",33714,"Orden"
"6010","6010",54064,"Orden"
"6011","6011",146116,"Orden"
"6012","6012",184682,"Orden"
"6013","6013",30492,"Orden"
"6014","6014",89086,"Orden"
"6015","6015",42293,"Orden"
"6016","6016",187478,"Orden"
"6017","6017",25739,"Orden"
"6018","6018",83373,"Orden"
"6019","6019",219811,"Orden"
"6020","6020",75649,"Orden"
"6021","6021",23001,"Orden"
"6022","6022",93639,"Orden"
"6023","6023",103286,"Orden"
"6024","6024",65490,"Orden"
"6025","6025",55574,"Orden"
"6026","6026",35338,"Orden"
"6027","6027",179461,"Orden"
"6028","6028",41828,"Orden"
"6029","6029",103000,"Orden"
"6030","6030",120796,"Orden"
"6031","6031",18032,"Orden"
"6032","6032",248787,"Orden"
"6033","6033",48472,"Orden"
"6034","6034",197837,"Orden"
"6035","6035",168983,"Orden"
"6036","6036",59230,"Orden"
"6037","6037",26978,"Orden"
"6038","6038",107081,"Orden"
"6039","6039",90861,"Orden"
"6040","6040",216537,"Orden"
"6041","6041",185753,"Orden"
"6042","6042",239149,"Orden"
"6043","6043",41327,"Orden"
"6044","6044",3263,"Orden"
"6045","6045",182848,"Orden"
"6046","6046",156537,"Orden"
"6047","6047",191942,"Orden"
"6048","6048",91109,"Orden"
"6049","6049",143925,"Orden"
"6050","6050",79702,"Orden"
"6051","6051",143065,"Orden"
"6052","6052",64363,"Orden"
"6053","6053",118550,"Orden"
"6054","6054",32144,"Orden"
"6055","6055",145010,"Orden"
"6056","6056",113558,"Orden"
"6057","6057",16043,"Orden"
"6058","6058",239602,"Orden"
"6059","6059",71361,"Orden"
"6060","6060",102988,"Orden"
"6061","6061",140681,"Orden"
"6062","6062",187864,"Orden"
"6063","6063",89196,"Orden"
"6064","6064",139700,"Orden"
"6065","6065",191945,"Orden"
"6066","6066",209757,"Orden"
"6067","6067",7463,"Orden"
"6068","6068",174397,"Orden"
"6069","6069",73661,"Orden"
"6070","6070",161364,"Orden"
"6071","6071",32783,"Orden"
"6072","6072",152554,"Orden"
"6073","6073",29146,"Orden"
"6074","6074",195646,"Orden"
"6075","6075",141171,"Orden"
"6076","6076",224347,"Orden"
"6077","6077",174924,"Orden"
"6078","6078",53304,"Orden"
"6079","6079",230055,"Orden"
"6080","6080",28392,"Orden"
"6081","6081",94894,"Orden"
"6082","6082",216363,"Orden"
"6083","6083",162094,"Orden"
"6084","6084",165373,"Orden"
"6085","6085",3944,"Orden"
"6086","6086",49215,"Orden"
"6087","6087",116015,"Orden"
"6088","6088",95188,"Orden"
"6089","6089",137613,"Orden"
"6090","6090",200152,"Orden"
"6091","6091",135000,"Orden"
"6092","6092",197569,"Orden"
"6093","6093",220490,"Orden"
"6094","6094",167850,"Orden"
"6095","6095",139984,"Orden"
"6096","6096",151099,"Orden"
"6097","6097",106824,"Orden"
"6098","6098",105309,"Orden"
"6099","6099",202684,"Orden"
"6100","6100",68637,"Orden"
"6101","6101",57196,"Orden"
"6102","6102",217911,"Orden"
"6103","6103",95537,"Orden"
"6104","6104",127087,"Orden"
"6105","6105",145673,"Orden"
"6106","6106",61561,"Orden"
"6107","6107",148272,"Orden"
"6108","6108",89253,"Orden"
"6109","6109",66579,"Orden"
"6110","6110",148980,"Orden"
"6111","6111",98389,"Orden"
"6112","6112",205925,"Orden"
"6113","6113",87840,"Orden"
"6114","6114",414,"Orden"
"6115","6115",64558,"Orden"
"6116","6116",202517,"Orden"
"6117","6117",98026,"Orden"
"6118","6118",207022,"Orden"
"6119","6119",98584,"Orden"
"6120","6120",214788,"Orden"
"6121","6121",203022,"Orden"
"6122","6122",88957,"Orden"
"6123","6123",103026,"Orden"
"6124","6124",132954,"Orden"
"6125","6125",47698,"Orden"
"6126","6126",71435,"Orden"
"6127","6127",71757,"Orden"
"6128","6128",132472,"Orden"
"6129","6129",10627,"Orden"
"6130","6130",112041,"Orden"
"6131","6131",224029,"Orden"
"6132","6132",80673,"Orden"
"6133","6133",113130,"Orden"
"6134","6134",149750,"Orden"
"6135","6135",65931,"Orden"
"6136","6136",196412,"Orden"
"6137","6137",10866,"Orden"
"6138","6138",18815,"Orden"
"6139","6139",85174,"Orden"
"6140","6140",73659,"Orden"
"6141","6141",113222,"Orden"
"6142","6142",141540,"Orden"
"6143","6143",87148,"Orden"
"6144","6144",52864,"Orden"
"6145","6145",86023,"Orden"
"6146","6146",247933,"Orden"
"6147","6147",4573,"Orden"
"6148","6148",163049,"Orden"
"6149","6149",238044,"Orden"
"6150","6150",84603,"Orden"
"6151","6151",161617,"Orden"
"6152","6152",84963,"Orden"
"6153","6153",80861,"Orden"
"6154","6154",231903,"Orden"
"6155","6155",246392,"Orden"
"6156","6156",135965,"Orden"
"6157","6157",205871,"Orden"
"6158","6158",161380,"Orden"
"6159","6159",25391,"Orden"
"6160","6160",56429,"Orden"
"6161","6161",87568,"Orden"
"6162","6162",239194,"Orden"
"6163","6163",117550,"Orden"
"6164","6164",169911,"Orden"
"6165","6165",34460,"Orden"
"6166","6166",41242,"Orden"
"6167","6167",236006,"Orden"
"6168","6168",741,"Orden"
"6169","6169",162194,"Orden"
"6170","6170",42298,"Orden"
"6171","6171",37273,"Orden"
"6172","6172",200699,"Orden"
"6173","6173",240711,"Orden"
"6174","6174",131042,"Orden"
"6175","6175",237201,"Orden"
"6176","6176",209781,"Orden"
"6177","6177",169982,"Orden"
"6178","6178",1489,"Orden"
"6179","6179",91769,"Orden"
"6180","6180",120898,"Orden"
"6181","6181",38939,"Orden"
"6182","6182",222605,"Orden"
"6183","6183",222245,"Orden"
"6184","6184",31442,"Orden"
"6185","6185",154722,"Orden"
"6186","6186",244557,"Orden"
"6187","6187",162795,"Orden"
"6188","6188",69437,"Orden"
"6189","6189",128532,"Orden"
"6190","6190",241908,"Orden"
"6191","6191",74808,"Orden"
"6192","6192",117419,"Orden"
"6193","6193",113452,"Orden"
"6194","6194",206983,"Orden"
"6195","6195",26314,"Orden"
"6196","6196",43488,"Orden"
"6197","6197",216768,"Orden"
"6198","6198",113083,"Orden"
"6199","6199",228693,"Orden"
"6200","6200",163005,"Orden"
"6201","6201",86420,"Orden"
"6202","6202",95123,"Orden"
"6203","6203",72227,"Orden"
"6204","6204",195008,"Orden"
"6205","6205",222085,"Orden"
"6206","6206",201447,"Orden"
"6207","6207",131242,"Orden"
"6208","6208",155310,"Orden"
"6209","6209",95254,"Orden"
"6210","6210",149719,"Orden"
"6211","6211",45984,"Orden"
"6212","6212",105469,"Orden"
"6213","6213",223669,"Orden"
"6214","6214",218259,"Orden"
"6215","6215",82083,"Orden"
