,id_cliente,deuda_act,deuda_act_interes,venta_trimestral,venta_enero2020,venta_febrero2020,venta_mzo2020,pagos,pagos_enero2020,pagos_febrero2020,pagos_mzo2020,id_sucursal,B_tipo_soc,edad,tipo_cliente,nombre_suc
9552,9570,0,0,2069,0,0,2069,2069,0,0,2069,4,Socio,31,Cliente nivel 1,QRO
9553,9571,0,0,4650.92,1289.32,1344.64,2016.96,4834.61,1291.48,1344.64,2198.49,4,Socio,30,Cliente nivel 1,QRO
9554,9572,0,0,4749,0,3149,1600,4905.36,0,3150.36,1755,8,Socio,35,Cliente nivel 1,JAL
9555,9573,0,0,1395,0,0,1395,1534.44,0,0,1534.44,4,Socio,41,Cliente nivel 1,QRO
9556,9574,0,0,3390,0,2202,1188,3735.38,0,2346.12,1389.26,4,Socio,31,Cliente nivel 1,QRO
9557,9575,0,0,11668.67,3611.56,2550.56,5506.55,11668.67,3611.56,2550.56,5506.55,1,Socio,34,Cliente nivel 1,CDMX
9558,9576,0,0,1100,0,0,1100,1376.28,0,0,1376.28,5,Socio,50,Cliente nivel 1,ECA
9559,9577,0,0,7050,2350,2350,2350,7271.35,2350,2352.06,2569.29,5,Socio,32,Cliente nivel 1,ECA
9560,9578,0,0,14760.99,3275.99,7156,4329,14789.58,3277.46,7156,4356.12,4,Socio,56,Cliente nivel 1,QRO
9561,9579,0,0,2400,0,1200,1200,2511.36,0,1200,1311.36,5,Socio,38,Cliente nivel 1,ECA
9562,9580,0,0,6939,2900,4039,0,7118.76,2900,4218.76,0,5,Socio,46,Cliente nivel 1,ECA
9563,9581,0,0,3788,0,2864,924,3788.81,0,2864,924.81,5,Socio,40,Cliente nivel 1,ECA
9564,9582,0,0,4581,1047,1432,2102,4741.63,1047,1437.01,2257.62,5,Socio,35,Cliente nivel 1,ECA
9565,9583,0,0,2419.99,0,582.99,1837,2723.18,0,677.7,2045.48,1,Empleado,36,Empleado,CDMX
9566,9584,0,0,3462.12,2308.08,1154.04,0,3470.2,2312.12,1158.08,0,5,Socio,34,Cliente nivel 1,ECA
9567,9585,850,1464.51,850,850,0,0,0,0,0,0,5,Socio,25,Cliente nivel 1,ECA
9568,9586,0,0,1755,0,0,1755,2080.76,0,0,2080.76,5,Empleado,28,Empleado,ECA
9569,9587,0,0,3604,1757,819,1028,3725.56,1763.16,821.87,1140.53,5,Socio,25,Cliente nivel 1,ECA
9570,9588,0,0,1250,0,0,1250,1366.5,0,0,1366.5,5,Socio,33,Cliente nivel 1,ECA
9571,9589,0,0,13279.95,3039.24,2884.24,7356.47,13433.44,3045.37,2884.24,7503.83,5,Socio,44,Cliente nivel 1,ECA
9572,9590,0,0,826,0,0,826,979.44,0,0,979.44,5,Empleado,39,Empleado,ECA
9573,9591,0,0,4977.12,1563.56,1563.56,1850,5089.17,1675.61,1563.56,1850,10,Socio,25,Cliente nivel 1,TOL
9574,9592,0,0,1953.56,947,1006.56,0,2295.6,1088.24,1207.36,0,10,Socio,52,Cliente nivel 1,TOL
9575,9593,0,0,1401,358,0,1043,1580.27,383.68,0,1196.59,10,Socio,25,Cliente nivel 1,TOL
9576,9594,0,0,2827,1040,659,1128,2969.63,1109.41,704.89,1155.33,10,Socio,38,Cliente nivel 1,TOL
9577,9595,0,0,4936,4178,593,165,4936,4178,593,165,10,Socio,38,Cliente nivel 1,TOL
9578,9596,0,0,3094,2100,0,994,3178.84,2174.02,0,1004.82,10,Socio,24,Cliente nivel 1,TOL
9579,9597,0,0,18599.36,7128.44,6100.92,5370,18955.55,7235.74,6104.16,5615.65,16,Socio,49,Cliente nivel 1,BCS
9580,9598,700.16,1379.57,800,0,0,800,109.12,0,0,109.12,6,Socio,36,Cliente nivel 1,PUE
9581,9599,0,0,3641,2022,0,1619,4304.96,2157,0,2147.96,6,Socio,36,Cliente nivel 1,PUE
9582,9600,0,0,704,0,0,704,849.75,0,0,849.75,6,Socio,34,Cliente nivel 1,PUE
9583,9601,0,0,1273,0,1273,0,1383.47,0,1383.47,0,6,Socio,50,Cliente nivel 1,PUE
9584,9602,0,0,1150,1150,0,0,1150,1150,0,0,6,Socio,28,Cliente nivel 1,PUE
9585,9603,0,0,1500,1492,0,8,1500,1492,0,8,6,Socio,29,Cliente nivel 1,PUE
9586,9604,0,0,2336.76,1261.76,299,776,2459.06,1355,327.64,776.42,7,Socio,38,Cliente nivel 1,AGS
9587,9605,0,0,17996.89,3741,8415.89,5840,18008.71,3742.98,8420.62,5845.11,7,Socio,39,Cliente nivel 1,AGS
9588,9606,0,0,7830,3219,2050,2561,8192.17,3221.17,2172.15,2798.85,7,Socio,38,Cliente nivel 1,AGS
9589,9607,0,0,130,130,0,0,154.16,154.16,0,0,7,Empleado,58,Empleado,AGS
9590,9608,0,0,4102,2952,0,1150,4268.03,3029.64,0,1238.39,7,Socio,52,Cliente nivel 1,AGS
9591,9609,0,0,3654,1200,1200,1254,3869.25,1284.14,1201.05,1384.06,7,Socio,54,Cliente nivel 1,AGS
9592,9610,0,0,662.35,662.35,0,0,662.35,662.35,0,0,7,Socio,28,Cliente nivel 1,AGS
9593,9611,0,0,650,0,0,650,686.03,0,0,686.03,8,Socio,29,Cliente nivel 1,JAL
9594,9612,0,0,859,0,859,0,941.26,0,941.26,0,7,Socio,51,Cliente nivel 1,AGS
9595,9613,0,0,1050,0,1050,0,1123.08,0,1123.08,0,7,Socio,34,Cliente nivel 1,AGS
9596,9614,0,0,1200,0,1200,0,1284.14,0,1284.14,0,7,Socio,44,Cliente nivel 1,AGS
9597,9615,0,0,2827.9,0,1327.9,1500,3019.9,0,1327.9,1692,7,Socio,35,Cliente nivel 1,AGS
9598,9616,0,0,2131,1034,0,1097,2305.16,1130.82,0,1174.34,7,Socio,36,Cliente nivel 1,AGS
9599,9617,0,0,4702,1166,1089,2447,4702,1166,1089,2447,7,Socio,30,Cliente nivel 1,AGS
9600,9618,0,0,11293.72,3334.24,5001.36,2958.12,11439.62,3340.07,5006.72,3092.83,7,Socio,23,Cliente nivel 1,AGS
9601,9619,0,0,834,834,0,0,901.74,901.74,0,0,7,Socio,30,Cliente nivel 1,AGS
9602,9620,3004,5694.24,9995.16,3301.08,3690.08,3004,7463.04,3337.02,3726.02,400,8,Socio,35,Cliente nivel 1,JAL
9603,9621,0,0,482,0,482,0,482,0,482,0,7,Socio,29,Cliente nivel 1,AGS
9604,9622,0,0,3544,0,0,3544,3879.27,0,0,3879.27,1,Socio,49,Cliente nivel 1,CDMX
9605,9623,0,0,2473,0,0,2473,2473,0,0,2473,1,Socio,31,Cliente nivel 1,CDMX
9606,9624,0,0,8721,2350,2550,3821,9082.02,2350,2550,4182.02,7,Socio,50,Cliente nivel 1,AGS
9607,9625,0,0,2903,1311,1592,0,2903,1311,1592,0,7,Socio,22,Cliente nivel 1,AGS
9608,9626,0,0,90.94,90.94,0,0,90.94,90.94,0,0,6,Socio,45,Cliente nivel 1,PUE
9609,9627,0,0,1828,828,0,1000,2006.51,885.61,0,1120.9,1,Socio,30,Cliente nivel 1,CDMX
9610,9628,0,0,3933,1733,1100,1100,4159.19,1733.7,1196.75,1228.74,8,Socio,40,Cliente nivel 1,JAL
9611,9629,0,0,2831,0,631,2200,2922.43,0,631,2291.43,8,Socio,39,Cliente nivel 1,JAL
9612,9630,0,0,3639,1050,1050,1539,3641.21,1050.86,1050,1540.35,4,Socio,25,Cliente nivel 1,QRO
9613,9631,0,0,2238,903,0,1335,2326.93,912.84,0,1414.09,8,Socio,27,Cliente nivel 1,JAL
9614,9632,0,0,2055,0,606,1449,2138.69,0,606,1532.69,8,Socio,36,Cliente nivel 1,JAL
9615,9633,0,0,1930.68,841.68,1089,0,1987.82,842.32,1145.5,0,8,Socio,45,Cliente nivel 1,JAL
9616,9634,0,0,6220,1719,2300,2201,6234.64,1719.92,2301.01,2213.71,8,Socio,41,Cliente nivel 1,JAL
9617,9635,0,0,1695.6,0,1172,523.6,1821.98,0,1259.74,562.24,1,Socio,46,Cliente nivel 1,CDMX
9618,9636,0,0,2700,1350,0,1350,2949.94,1434.25,0,1515.69,8,Socio,48,Cliente nivel 1,JAL
9619,9637,0,0,5454,0,4388,1066,5979.89,0,4806.41,1173.48,8,Socio,40,Cliente nivel 1,JAL
9620,9638,0,0,9772,2739,4633,2400,10480.29,2741.1,4646.06,3093.13,4,Socio,42,Cliente nivel 1,QRO
9621,9639,0,0,1878,950,928,0,1954.04,960.35,993.69,0,8,Socio,29,Cliente nivel 1,JAL
9622,9640,0,0,48.4,48.4,0,0,48.4,48.4,0,0,8,Socio,25,Cliente nivel 1,JAL
9623,9641,0,0,2432,0,966,1466,2432.64,0,966,1466.64,6,Socio,45,Cliente nivel 1,PUE
9624,9642,0,0,2877,0,2877,0,3079.74,0,3079.74,0,8,Socio,35,Cliente nivel 1,JAL
9625,9643,0,0,333,0,333,0,333,0,333,0,1,Socio,30,Cliente nivel 1,CDMX
9626,9644,0,0,2890.01,112.01,1728,1050,2986.66,112.11,1740.03,1134.52,8,Socio,34,Cliente nivel 1,JAL
9627,9645,0,0,2200,0,1100,1100,2287.34,0,1100,1187.34,9,Socio,55,Cliente nivel 1,GDL
9628,9646,0,0,2100,0,1050,1050,2269.04,0,1145.96,1123.08,9,Socio,34,Cliente nivel 1,GDL
9629,9647,0,0,2587,559,419,1609,2690.92,559.49,419,1712.43,10,Socio,26,Cliente nivel 1,TOL
9630,9648,0,0,1459.04,729.52,0,729.52,1527.05,797.2,0,729.85,10,Socio,63,Cliente nivel 1,TOL
9631,9649,0,0,4258,1074,726,2458,4695.02,1161.22,769.06,2764.74,10,Socio,32,Cliente nivel 1,TOL
9632,9650,0,0,12121.96,2572,5584.96,3965,12121.96,2572,5584.96,3965,4,Socio,49,Cliente nivel 1,QRO
9633,9651,0,0,4839.6,795,2571.8,1472.8,5185.18,797.78,2571.8,1815.6,10,Socio,23,Cliente nivel 1,TOL
9634,9652,0,0,1488,0,1100,388,1630.67,0,1189.37,441.3,4,Socio,33,Cliente nivel 1,QRO
9635,9653,0,0,2626,0,2626,0,2915.03,0,2915.03,0,10,Socio,28,Cliente nivel 1,TOL
9636,9654,0,0,1831,1257,0,574,1882.55,1258.1,0,624.45,10,Socio,30,Cliente nivel 1,TOL
9637,9655,0,0,854.5,854.5,0,0,921.98,921.98,0,0,10,Socio,21,Cliente nivel 1,TOL
9638,9656,0,0,4600,2300,746,1554,4761.77,2389.34,746.4,1626.03,10,Socio,40,Cliente nivel 1,TOL
9639,9657,0,0,7460,0,3528,3932,7787.25,0,3536.13,4251.12,10,Socio,28,Cliente nivel 1,TOL
9640,9658,0,0,87.15,87.15,0,0,87.15,87.15,0,0,10,Socio,29,Cliente nivel 1,TOL
9641,9659,0,0,3107,1050,0,2057,3797.35,1140.63,0,2656.72,10,Socio,30,Cliente nivel 1,TOL
9642,9660,0,0,1369.44,0,518,851.44,1438.97,0,518,920.97,8,Socio,28,Cliente nivel 1,JAL
9643,9661,0,0,4200,0,2100,2100,4522.73,0,2225.41,2297.32,16,Socio,50,Cliente nivel 1,BCS
9644,9662,0,0,468,0,0,468,495.96,0,0,495.96,1,Socio,46,Cliente nivel 1,CDMX
9645,9663,0,0,2815.52,864,975.76,975.76,2894.76,864,975.76,1055,6,Socio,39,Cliente nivel 1,PUE
9646,9664,0,0,7149,1788,3561,1800,7580.08,1794.26,3561,2224.82,1,Socio,27,Cliente nivel 1,CDMX
9647,9665,0,0,2200,0,1100,1100,2280.41,0,1101.44,1178.97,6,Socio,26,Cliente nivel 1,PUE
9648,9666,0,0,891,0,0,891,954.28,0,0,954.28,11,Socio,22,Cliente nivel 1,TIJ
9649,9667,0,0,2774.99,2774.99,0,0,2952.11,2952.11,0,0,11,Socio,28,Cliente nivel 1,TIJ
9650,9668,0,0,1300,0,1300,0,1401.22,0,1401.22,0,11,Socio,28,Cliente nivel 1,TIJ
9651,9669,0,0,700,0,0,700,758.15,0,0,758.15,11,Socio,34,Cliente nivel 1,TIJ
9652,9670,0,0,1112,0,1112,0,1112,0,1112,0,11,Socio,39,Cliente nivel 1,TIJ
9653,9671,0,0,2991,0,997,1994,3229.52,0,1091.76,2137.76,11,Socio,29,Cliente nivel 1,TIJ
9654,9672,0,0,5719,1119,1341,3259,5892.3,1184.46,1341,3366.84,11,Socio,30,Cliente nivel 1,TIJ
9655,9673,0,0,1037,0,1037,0,1037,0,1037,0,11,Socio,33,Cliente nivel 1,TIJ
9656,9674,0,0,750,0,0,750,750,0,0,750,11,Socio,36,Cliente nivel 1,TIJ
9657,9675,0,0,49.19,49.19,0,0,49.19,49.19,0,0,11,Socio,29,Cliente nivel 1,TIJ
9658,9676,0,0,2160,0,720,1440,2225.16,0,720,1505.16,11,Socio,25,Cliente nivel 1,TIJ
9659,9677,0,0,779,0,0,779,923.64,0,0,923.64,11,Empleado,26,Empleado,TIJ
9660,9678,0,0,1250,0,1250,0,1368.13,0,1368.13,0,11,Socio,37,Cliente nivel 1,TIJ
9661,9679,0,0,12780.24,3614.08,7332.16,1834,13434.41,3617.25,7334.6,2482.56,7,Socio,24,Cliente nivel 1,AGS
9662,9680,0,0,5050,1150,1150,2750,5166.35,1151.01,1150.55,2864.79,11,Socio,23,Cliente nivel 1,TIJ
9663,9681,67.02,67.02,80.41,80.41,0,0,13.39,13.39,0,0,15,Socio,29,Cliente nivel 1,SLP
9664,9682,0,0,3099,2500,0,599,3555.79,2956.27,0,599.52,11,Socio,39,Cliente nivel 1,TIJ
9665,9683,0,0,3651,0,1499,2152,3651.81,0,1499,2152.81,15,Socio,26,Cliente nivel 1,SLP
9666,9684,0,0,2063,0,2063,0,2250.37,0,2250.37,0,11,Socio,32,Cliente nivel 1,TIJ
9667,9685,0,0,7800,2600,2600,2600,8196.76,2601.11,2739.14,2856.51,15,Socio,36,Cliente nivel 1,SLP
9668,9686,0,0,6562,1650,1624,3288,6867.2,1784.7,1636.78,3445.72,12,Socio,23,Cliente nivel 1,GTO
9669,9687,0,0,1101,1101,0,0,1197.63,1197.63,0,0,12,Socio,29,Cliente nivel 1,GTO
9670,9688,0,0,1450,0,0,1450,1585,0,0,1585,12,Socio,33,Cliente nivel 1,GTO
9671,9689,0,0,1050,1050,0,0,1076.79,1076.79,0,0,12,Socio,50,Cliente nivel 1,GTO
9672,9690,0,0,12364.99,3087,6177.99,3100,12956.9,3092.44,6216.92,3647.54,12,Socio,37,Cliente nivel 1,GTO
9673,9691,0,0,1400,1400,0,0,1560.89,1560.89,0,0,12,Socio,41,Cliente nivel 1,GTO
9674,9692,0,0,6929,2305,2500,2124,7119.46,2305,2500,2314.46,12,Socio,40,Cliente nivel 1,GTO
9675,9693,0,0,13350,4450,4450,4450,14584,4450,4833.39,5300.61,12,Socio,66,Cliente nivel 1,GTO
9676,9694,0,0,15400,3850,3850,7700,15410,3850,3850,7710,6,Socio,37,Cliente nivel 1,PUE
9677,9695,0,0,1446,424,219,803,1707.47,502.72,259.64,945.11,12,Empleado,23,Empleado,GTO
9678,9696,0,0,1150,0,1150,0,1302.72,0,1302.72,0,12,Socio,53,Cliente nivel 1,GTO
9679,9697,0,0,4250,1700,0,2550,4527.58,1829.99,0,2697.59,12,Socio,44,Cliente nivel 1,GTO
9680,9698,0,0,3000,0,1500,1500,3110.49,0,1500.83,1609.66,13,Socio,26,Cliente nivel 1,OAX
9681,9699,0,0,2200,0,0,2200,2200,0,0,2200,13,Socio,36,Cliente nivel 1,OAX
9682,9700,0,0,3461,0,1688,1773,3461.57,0,1688,1773.57,13,Socio,37,Cliente nivel 1,OAX
9683,9701,0,0,5776,1500,1500,2776,5926.02,1500,1503.77,2922.25,13,Socio,41,Cliente nivel 1,OAX
9684,9702,0,0,3300,1650,1650,0,3435.38,1650,1785.38,0,13,Socio,32,Cliente nivel 1,OAX
9685,9703,0,0,4150,0,4150,0,4519.22,0,4519.22,0,13,Socio,49,Cliente nivel 1,OAX
9686,9704,0,0,7949.38,2249.38,3271,2429,8221.77,2251.21,3539.44,2431.12,13,Socio,22,Cliente nivel 1,OAX
9687,9705,0,0,22.05,22.05,0,0,22.05,22.05,0,0,13,Socio,56,Cliente nivel 1,OAX
9688,9706,0,0,4624,1710,545,2369,4698.74,1753.57,545.48,2399.69,13,Socio,23,Cliente nivel 1,OAX
9689,9707,0,0,1326,587,220,519,1462.15,661.58,244.42,556.15,13,Empleado,27,Empleado,OAX
9690,9708,0,0,14502,0,5200,9302,15304,0,5519.1,9784.9,13,Socio,29,Cliente nivel 1,OAX
9691,9709,0,0,3500,1400,0,2100,3500,1400,0,2100,13,Socio,35,Cliente nivel 1,OAX
9692,9710,0,0,1700,0,0,1700,1858,0,0,1858,13,Socio,30,Cliente nivel 1,OAX
9693,9711,0,0,3471,509,2962,0,3471,509,2962,0,13,Socio,37,Cliente nivel 1,OAX
9694,9712,0,0,7209,1500,4334,1375,7209,1500,4334,1375,13,Socio,44,Cliente nivel 1,OAX
9695,9713,0,0,5100,0,1700,3400,5100,0,1700,3400,14,Socio,51,Cliente nivel 1,TAB
9696,9714,0,0,1753,853,129,771,1754.63,853,129.11,772.52,14,Socio,31,Cliente nivel 1,TAB
9697,9715,0,0,5150,0,0,5150,5386.2,0,0,5386.2,14,Socio,29,Cliente nivel 1,TAB
9698,9716,0,0,1208,0,0,1208,1412.93,0,0,1412.93,14,Socio,41,Cliente nivel 1,TAB
9699,9717,0,0,650,0,650,0,696.31,0,696.31,0,14,Socio,34,Cliente nivel 1,TAB
9700,9718,0,0,4747,1581,1328,1838,4825.9,1613.71,1329.16,1883.03,14,Socio,35,Cliente nivel 1,TAB
9701,9719,0,0,887,0,0,887,887.01,0,0,887.01,14,Socio,33,Cliente nivel 1,TAB
9702,9720,0,0,3357,907,498,1952,3980.04,1075.32,590.4,2314.32,14,Empleado,34,Empleado,TAB
9703,9721,0,0,2867,1150,1717,0,2867,1150,1717,0,13,Socio,30,Cliente nivel 1,OAX
9704,9722,0,0,3702,1036,0,2666,3785.32,1090.29,0,2695.03,11,Socio,35,Cliente nivel 1,TIJ
9705,9723,0,0,1410,0,0,1410,1531.9,0,0,1531.9,11,Socio,27,Cliente nivel 1,TIJ
9706,9724,0,0,2253,1103,0,1150,2440.4,1180.7,0,1259.7,15,Socio,52,Cliente nivel 1,SLP
9707,9725,0,0,1981,0,1981,0,2076.24,0,2076.24,0,15,Socio,35,Cliente nivel 1,SLP
9708,9726,0,0,1276,0,998,278,1276,0,998,278,15,Socio,34,Cliente nivel 1,SLP
9709,9727,0,0,6416.35,1187.35,2929,2300,6485.97,1187.35,2930.37,2368.25,15,Socio,29,Cliente nivel 1,SLP
9710,9728,0,0,8925,2966,1459,4500,9225.3,3055.59,1459,4710.71,15,Socio,37,Cliente nivel 1,SLP
9711,9729,0,0,1650,0,1650,0,1780.83,0,1780.83,0,11,Socio,36,Cliente nivel 1,TIJ
9712,9730,0,0,5320,2388,1500,1432,5622.5,2390.1,1648.4,1584,11,Socio,45,Cliente nivel 1,TIJ
9713,9731,0,0,5628,1103,1671,2854,5637.43,1109.14,1672.46,2855.83,15,Socio,49,Cliente nivel 1,SLP
9714,9732,0,0,2868,1000,868,1000,2963.22,1000,868,1095.22,15,Socio,40,Cliente nivel 1,SLP
9715,9733,0,0,1207,888,319,0,1315.33,973.14,342.19,0,11,Socio,28,Cliente nivel 1,TIJ
9716,9734,0,0,1976,0,1050,926,2162.3,0,1112.74,1049.56,15,Socio,43,Cliente nivel 1,SLP
9717,9735,0,0,8877,0,2280,6597,9224.06,0,2280,6944.06,11,Socio,26,Cliente nivel 1,TIJ
9718,9736,0,0,10852,5100,2428,3324,11195.68,5165.07,2451.49,3579.12,16,Socio,32,Cliente nivel 1,BCS
9719,9737,0,0,968.22,0,0,968.22,975.27,0,0,975.27,16,Socio,42,Cliente nivel 1,BCS
9720,9738,0,0,17074,4033,3550,9491,17598.31,4036.53,3553.1,10008.68,16,Socio,45,Cliente nivel 1,BCS
9721,9739,0,0,2282.32,1350.32,932,0,2353.4,1350.32,1003.08,0,16,Socio,42,Cliente nivel 1,BCS
9722,9740,0,0,2413,766,1647,0,2568.08,767.21,1800.87,0,1,Socio,35,Cliente nivel 1,CDMX
9723,9741,0,0,903.08,0,0,903.08,991.4,0,0,991.4,16,Socio,31,Cliente nivel 1,BCS
9724,9742,0,0,5956,1766,3723,467,6401.73,1910.91,3990.89,499.93,16,Socio,44,Cliente nivel 1,BCS
9725,9743,0,0,4213.32,1740.44,1236.44,1236.44,4213.32,1740.44,1236.44,1236.44,16,Socio,29,Cliente nivel 1,BCS
9726,9744,0,0,16.81,16.81,0,0,16.81,16.81,0,0,16,Socio,56,Cliente nivel 1,BCS
9727,9745,599,1207.38,2506.93,1008.93,580,918,2006.62,1105.65,581.02,319.95,16,Socio,38,Cliente nivel 1,BCS
9728,9746,0,0,1671.64,0,1671.64,0,1671.64,0,1671.64,0,16,Socio,54,Cliente nivel 1,BCS
9729,9747,0,0,4305.18,1658.92,994.26,1652,4339.45,1664.37,1005.09,1669.99,16,Socio,50,Cliente nivel 1,BCS
9730,9748,0,0,8660.68,0,5316.68,3344,9338.6,0,5474.6,3864,16,Socio,50,Cliente nivel 1,BCS
9731,9749,0,0,1529,1450,79,0,1529.43,1450.43,79,0,16,Socio,50,Cliente nivel 1,BCS
9732,9750,0,0,1081,0,0,1081,1161.15,0,0,1161.15,16,Socio,34,Cliente nivel 1,BCS
9733,9751,0,0,648,648,0,0,702.34,702.34,0,0,1,Socio,28,Cliente nivel 1,CDMX
9734,9752,0,0,1200,0,1200,0,1330.68,0,1330.68,0,16,Socio,21,Cliente nivel 1,BCS
9735,9753,0,0,750,0,0,750,804.39,0,0,804.39,1,Socio,32,Cliente nivel 1,CDMX
9736,9754,0,0,6245,1200,2801,2244,6245,1200,2801,2244,8,Socio,28,Cliente nivel 1,JAL
9737,9755,0,0,8198,2403,5795,0,8317.24,2404.85,5912.39,0,1,Socio,29,Cliente nivel 1,CDMX
9738,9756,0,0,5200,1300,2600,1300,5200,1300,2600,1300,1,Socio,28,Cliente nivel 1,CDMX
9739,9757,0,0,3293.89,31.89,962,2300,3431.29,31.89,962,2437.4,1,Socio,40,Cliente nivel 1,CDMX
9740,9758,0,0,1100,0,0,1100,1501.4,0,0,1501.4,1,Socio,29,Cliente nivel 1,CDMX
9741,9759,1050,2116.98,2100,0,1050,1050,1052.28,0,1051.84,0.44,1,Socio,44,Cliente nivel 1,CDMX
9742,9760,800,1625.21,800,0,0,800,0,0,0,0,1,Socio,29,Cliente nivel 1,CDMX
9743,9761,729.77,1328.72,8798,1950,3900,2948,8329.57,1950,3901.87,2477.7,1,Socio,41,Cliente nivel 1,CDMX
9744,9762,0,0,6300,0,3150,3150,6450.58,0,3151.59,3298.99,1,Socio,23,Cliente nivel 1,CDMX
9745,9763,0,0,4200,1400,1400,1400,4374.35,1412.3,1401.22,1560.83,1,Socio,28,Cliente nivel 1,CDMX
9746,9764,0,0,996,0,0,996,1026,0,0,1026,7,Socio,30,Cliente nivel 1,AGS
9747,9765,0,0,8233,1500,2681,4052,8465.14,1516.33,2682.39,4266.42,1,Socio,48,Cliente nivel 1,CDMX
9748,9766,0,0,1988,1249,739,0,2036.19,1279.28,756.91,0,5,Socio,36,Cliente nivel 1,ECA
9749,9767,0,0,2069,0,1050,1019,2129.9,0,1110.9,1019,6,Socio,23,Cliente nivel 1,PUE
9750,9768,0,0,3145,1423,1722,0,3145,1423,1722,0,1,Socio,28,Cliente nivel 1,CDMX
9751,9769,0,0,1554,0,1119,435,1559.32,0,1123.57,435.75,1,Socio,24,Cliente nivel 1,CDMX
9752,9770,0,0,2388,444,806,1138,2777.15,485.85,854.55,1436.75,1,Socio,26,Cliente nivel 1,CDMX
9753,9771,0,0,1769,0,0,1769,1811.13,0,0,1811.13,1,Socio,56,Cliente nivel 1,CDMX
9754,9772,0,0,3150,0,0,3150,3442.32,0,0,3442.32,1,Empleado,21,Empleado,CDMX
9755,9773,0,0,1950,1950,0,0,2206.24,2206.24,0,0,4,Socio,34,Cliente nivel 1,QRO
9756,9774,0,0,4124,3482,642,0,4889.28,4128.16,761.12,0,1,Empleado,23,Empleado,CDMX
9757,9775,0,0,3654.57,958.57,919,1777,3831.36,1024.1,919,1888.26,1,Socio,40,Cliente nivel 1,CDMX
9758,9776,0,0,3000,1000,1000,1000,3258.23,1069.53,1010.89,1177.81,4,Socio,25,Cliente nivel 1,QRO
9759,9777,0,0,1148,0,0,1148,1361.04,0,0,1361.04,1,Empleado,30,Empleado,CDMX
9760,9778,0,0,907,0,0,907,910.45,0,0,910.45,1,Socio,24,Cliente nivel 1,CDMX
9761,9779,0,0,2085,985,1100,0,2169.06,992.56,1176.5,0,1,Socio,31,Cliente nivel 1,CDMX
9762,9780,0,0,4050,1350,1350,1350,4215.59,1350,1398.06,1467.53,8,Socio,22,Cliente nivel 1,JAL
9763,9781,0,0,1528,1528,0,0,1528,1528,0,0,1,Empleado,31,Empleado,CDMX
9764,9782,0,0,1296,927,369,0,1296,927,369,0,1,Socio,42,Cliente nivel 1,CDMX
9765,9783,0,0,1600,800,800,0,1600,800,800,0,1,Socio,41,Cliente nivel 1,CDMX
9766,9784,0,0,2100,700,700,700,2149.94,700,700.61,749.33,1,Socio,61,Cliente nivel 1,CDMX
9767,9785,0,0,598,598,0,0,662.42,662.42,0,0,8,Socio,45,Cliente nivel 1,JAL
9768,9787,0,0,4977,1477,1750,1750,5118.58,1491.33,1872.77,1754.48,2,Socio,21,Cliente nivel 1,VER
9769,9788,0,0,2200,1100,1100,0,2341.98,1177.52,1164.46,0,2,Socio,40,Cliente nivel 1,VER
9770,9789,0,0,2973,1373,800,800,2974.66,1373.09,800.45,801.12,2,Socio,38,Cliente nivel 1,VER
9771,9790,0,0,1235,0,585,650,1352.18,0,656.89,695.29,2,Socio,38,Cliente nivel 1,VER
9772,9791,0,0,504,0,0,504,504.44,0,0,504.44,2,Socio,51,Cliente nivel 1,VER
9773,9792,0,0,1500,750,0,750,1628.63,805.57,0,823.06,2,Socio,39,Cliente nivel 1,VER
9774,9793,0,0,2481,0,1000,1481,2481,0,1000,1481,2,Socio,38,Cliente nivel 1,VER
9775,9794,0,0,650,0,0,650,650,0,0,650,2,Socio,29,Cliente nivel 1,VER
9776,9795,0,0,1695,0,919,776,1695,0,919,776,2,Socio,37,Cliente nivel 1,VER
9777,9796,0,0,2158,1058,1100,0,2254.92,1060.82,1194.1,0,2,Socio,28,Cliente nivel 1,VER
9778,9797,0,0,3000,1000,383,1617,3023.32,1000,405.2,1618.12,2,Socio,29,Cliente nivel 1,VER
9779,9798,0,0,1250,0,1250,0,1370.19,0,1370.19,0,2,Socio,24,Cliente nivel 1,VER
9780,9799,0,0,2600,1300,650,650,2731.92,1354.43,650,727.49,2,Socio,54,Cliente nivel 1,VER
9781,9800,0,0,2100,700,0,1400,2100,700,0,1400,2,Socio,46,Cliente nivel 1,VER
9782,9801,0,0,1540,0,1540,0,1540.35,0,1540.35,0,2,Socio,52,Cliente nivel 1,VER
9783,9802,0,0,2738,0,0,2738,2884.01,0,0,2884.01,2,Socio,29,Cliente nivel 1,VER
9784,9803,0,0,1777,692,0,1085,1835.27,699.54,0,1135.73,2,Socio,27,Cliente nivel 1,VER
9785,9804,0,0,750,0,0,750,804.16,0,0,804.16,2,Socio,42,Cliente nivel 1,VER
9786,9805,0,0,850,850,0,0,931.84,931.84,0,0,2,Socio,40,Cliente nivel 1,VER
9787,9806,0,0,988,0,988,0,1039.44,0,1039.44,0,2,Socio,38,Cliente nivel 1,VER
9788,9807,0,0,950,0,0,950,950,0,0,950,2,Socio,59,Cliente nivel 1,VER
9789,9808,0,0,24000,6850,6850,10300,24887.58,6856.05,6851.81,11179.72,3,Socio,39,Cliente nivel 1,LEON
